ST_FIPS,Munic_FIPS,Year,Population,Combined_FIPS,Border_County,County,county_state,Border_State,state_name,Aggregate,Aggregate_Category,SFGR_Cases,SFGR_Inc,SFGR_Cases_Supp,SFGR_Inc_Supp,Ac_Syph_Cases,Ac_Syph_Inc,Ac_Syph_Cases_Supp,Ac_Syph_Inc_Supp,Gon_Cases,Gon_Inc,Gon_Cases_Supp,Gon_Inc_Supp,TB_Cases,TB_Inc,TB_Cases_Supp,TB_Inc_Supp,AIDS_Cases,AIDS_Inc,AIDS_Cases_Supp,AIDS_Inc_Supp,HepA_Cases,HepA_Inc,HepA_Cases_Supp,HepA_Inc_Supp,HepB_Cases,HepB_Inc,HepB_Cases_Supp,HepB_Inc_Supp,BinationBorn_Count,BinationBorn_Count_Supp,BinationBorn_Percent_Supp,BinationBorn_Percent,Country
8,004,2019,,8004,No,Aquiles Serdán,"Aquiles Serdán, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,004,2020,,8004,No,Aquiles Serdán,"Aquiles Serdán, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,005,2010,,8005,Yes,Ascensión,"Ascensión, Chihuahua",,Chihuahua,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,005,2011,,8005,Yes,Ascensión,"Ascensión, Chihuahua",,Chihuahua,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,005,2012,,8005,Yes,Ascensión,"Ascensión, Chihuahua",,Chihuahua,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,005,2013,,8005,Yes,Ascensión,"Ascensión, Chihuahua",,Chihuahua,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,005,2014,,8005,Yes,Ascensión,"Ascensión, Chihuahua",,Chihuahua,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,005,2015,,8005,Yes,Ascensión,"Ascensión, Chihuahua",,Chihuahua,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,005,2016,,8005,Yes,Ascensión,"Ascensión, Chihuahua",,Chihuahua,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,005,2017,,8005,Yes,Ascensión,"Ascensión, Chihuahua",,Chihuahua,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,005,2018,,8005,Yes,Ascensión,"Ascensión, Chihuahua",,Chihuahua,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,005,2019,,8005,Yes,Ascensión,"Ascensión, Chihuahua",,Chihuahua,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,005,2020,,8005,Yes,Ascensión,"Ascensión, Chihuahua",,Chihuahua,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,006,2010,,8006,No,Bachíniva,"Bachíniva, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,006,2011,,8006,No,Bachíniva,"Bachíniva, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,006,2012,,8006,No,Bachíniva,"Bachíniva, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,006,2013,,8006,No,Bachíniva,"Bachíniva, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,006,2014,,8006,No,Bachíniva,"Bachíniva, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,006,2015,,8006,No,Bachíniva,"Bachíniva, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,006,2016,,8006,No,Bachíniva,"Bachíniva, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,006,2017,,8006,No,Bachíniva,"Bachíniva, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,006,2018,,8006,No,Bachíniva,"Bachíniva, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,006,2019,,8006,No,Bachíniva,"Bachíniva, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,006,2020,,8006,No,Bachíniva,"Bachíniva, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,007,2010,,8007,No,Balleza,"Balleza, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,007,2011,,8007,No,Balleza,"Balleza, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,007,2012,,8007,No,Balleza,"Balleza, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,007,2013,,8007,No,Balleza,"Balleza, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,007,2014,,8007,No,Balleza,"Balleza, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,007,2015,,8007,No,Balleza,"Balleza, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,007,2016,,8007,No,Balleza,"Balleza, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,007,2017,,8007,No,Balleza,"Balleza, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,007,2018,,8007,No,Balleza,"Balleza, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,007,2019,,8007,No,Balleza,"Balleza, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,007,2020,,8007,No,Balleza,"Balleza, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,008,2010,,8008,No,Batopilas de Manuel Gómez Morín,"Batopilas de Manuel Gómez Morín, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,008,2011,,8008,No,Batopilas de Manuel Gómez Morín,"Batopilas de Manuel Gómez Morín, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,008,2012,,8008,No,Batopilas de Manuel Gómez Morín,"Batopilas de Manuel Gómez Morín, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,008,2013,,8008,No,Batopilas de Manuel Gómez Morín,"Batopilas de Manuel Gómez Morín, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,008,2014,,8008,No,Batopilas de Manuel Gómez Morín,"Batopilas de Manuel Gómez Morín, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,008,2015,,8008,No,Batopilas de Manuel Gómez Morín,"Batopilas de Manuel Gómez Morín, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,008,2016,,8008,No,Batopilas de Manuel Gómez Morín,"Batopilas de Manuel Gómez Morín, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,008,2017,,8008,No,Batopilas de Manuel Gómez Morín,"Batopilas de Manuel Gómez Morín, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,008,2018,,8008,No,Batopilas de Manuel Gómez Morín,"Batopilas de Manuel Gómez Morín, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,008,2019,,8008,No,Batopilas de Manuel Gómez Morín,"Batopilas de Manuel Gómez Morín, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,008,2020,,8008,No,Batopilas de Manuel Gómez Morín,"Batopilas de Manuel Gómez Morín, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,009,2010,,8009,No,Bocoyna,"Bocoyna, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,009,2011,,8009,No,Bocoyna,"Bocoyna, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,009,2012,,8009,No,Bocoyna,"Bocoyna, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,009,2013,,8009,No,Bocoyna,"Bocoyna, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,009,2014,,8009,No,Bocoyna,"Bocoyna, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,009,2015,,8009,No,Bocoyna,"Bocoyna, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,009,2016,,8009,No,Bocoyna,"Bocoyna, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,009,2017,,8009,No,Bocoyna,"Bocoyna, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,009,2018,,8009,No,Bocoyna,"Bocoyna, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,009,2019,,8009,No,Bocoyna,"Bocoyna, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,009,2020,,8009,No,Bocoyna,"Bocoyna, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,010,2010,,8010,No,Buenaventura,"Buenaventura, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,010,2011,,8010,No,Buenaventura,"Buenaventura, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,010,2012,,8010,No,Buenaventura,"Buenaventura, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,010,2013,,8010,No,Buenaventura,"Buenaventura, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,010,2014,,8010,No,Buenaventura,"Buenaventura, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,010,2015,,8010,No,Buenaventura,"Buenaventura, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,010,2016,,8010,No,Buenaventura,"Buenaventura, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,010,2017,,8010,No,Buenaventura,"Buenaventura, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,010,2018,,8010,No,Buenaventura,"Buenaventura, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,010,2019,,8010,No,Buenaventura,"Buenaventura, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,010,2020,,8010,No,Buenaventura,"Buenaventura, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,011,2010,,8011,No,Camargo,"Camargo, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,011,2011,,8011,No,Camargo,"Camargo, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,011,2012,,8011,No,Camargo,"Camargo, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,011,2013,,8011,No,Camargo,"Camargo, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,011,2014,,8011,No,Camargo,"Camargo, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,011,2015,,8011,No,Camargo,"Camargo, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,011,2016,,8011,No,Camargo,"Camargo, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,011,2017,,8011,No,Camargo,"Camargo, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,011,2018,,8011,No,Camargo,"Camargo, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,011,2019,,8011,No,Camargo,"Camargo, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,011,2020,,8011,No,Camargo,"Camargo, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,012,2010,,8012,No,Carichí,"Carichí, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,012,2011,,8012,No,Carichí,"Carichí, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,012,2012,,8012,No,Carichí,"Carichí, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,012,2013,,8012,No,Carichí,"Carichí, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,012,2014,,8012,No,Carichí,"Carichí, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,012,2015,,8012,No,Carichí,"Carichí, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,012,2016,,8012,No,Carichí,"Carichí, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,012,2017,,8012,No,Carichí,"Carichí, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,012,2018,,8012,No,Carichí,"Carichí, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,012,2019,,8012,No,Carichí,"Carichí, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,012,2020,,8012,No,Carichí,"Carichí, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,013,2010,,8013,No,Casas Grandes,"Casas Grandes, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,013,2011,,8013,No,Casas Grandes,"Casas Grandes, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,013,2012,,8013,No,Casas Grandes,"Casas Grandes, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,013,2013,,8013,No,Casas Grandes,"Casas Grandes, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,013,2014,,8013,No,Casas Grandes,"Casas Grandes, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,013,2015,,8013,No,Casas Grandes,"Casas Grandes, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,013,2016,,8013,No,Casas Grandes,"Casas Grandes, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,013,2017,,8013,No,Casas Grandes,"Casas Grandes, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,013,2018,,8013,No,Casas Grandes,"Casas Grandes, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,013,2019,,8013,No,Casas Grandes,"Casas Grandes, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,013,2020,,8013,No,Casas Grandes,"Casas Grandes, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,019,2010,,8019,No,Chihuahua,"Chihuahua, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,019,2011,,8019,No,Chihuahua,"Chihuahua, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,019,2012,,8019,No,Chihuahua,"Chihuahua, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,019,2013,,8019,No,Chihuahua,"Chihuahua, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,019,2014,,8019,No,Chihuahua,"Chihuahua, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,019,2015,,8019,No,Chihuahua,"Chihuahua, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,019,2016,,8019,No,Chihuahua,"Chihuahua, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,019,2017,,8019,No,Chihuahua,"Chihuahua, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,019,2018,,8019,No,Chihuahua,"Chihuahua, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,019,2019,,8019,No,Chihuahua,"Chihuahua, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,019,2020,,8019,No,Chihuahua,"Chihuahua, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,020,2010,,8020,No,Chínipas,"Chínipas, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,020,2011,,8020,No,Chínipas,"Chínipas, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,020,2012,,8020,No,Chínipas,"Chínipas, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,020,2013,,8020,No,Chínipas,"Chínipas, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,020,2014,,8020,No,Chínipas,"Chínipas, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,020,2015,,8020,No,Chínipas,"Chínipas, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,020,2016,,8020,No,Chínipas,"Chínipas, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,020,2017,,8020,No,Chínipas,"Chínipas, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,020,2018,,8020,No,Chínipas,"Chínipas, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,020,2019,,8020,No,Chínipas,"Chínipas, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,020,2020,,8020,No,Chínipas,"Chínipas, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,014,2010,,8014,No,Coronado,"Coronado, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,014,2011,,8014,No,Coronado,"Coronado, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,014,2012,,8014,No,Coronado,"Coronado, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,014,2013,,8014,No,Coronado,"Coronado, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,014,2014,,8014,No,Coronado,"Coronado, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,014,2015,,8014,No,Coronado,"Coronado, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,014,2016,,8014,No,Coronado,"Coronado, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,014,2017,,8014,No,Coronado,"Coronado, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,014,2018,,8014,No,Coronado,"Coronado, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,014,2019,,8014,No,Coronado,"Coronado, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,014,2020,,8014,No,Coronado,"Coronado, Chihuahua",,Chihuahua,Non-border Counties,2,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,015,2010,,8015,Yes,Coyame del Sotol,"Coyame del Sotol, Chihuahua",,Chihuahua,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,015,2011,,8015,Yes,Coyame del Sotol,"Coyame del Sotol, Chihuahua",,Chihuahua,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
8,015,2012,,8015,Yes,Coyame del Sotol,"Coyame del Sotol, Chihuahua",,Chihuahua,Border Counties,1,,,No,No,,,No,No,,,No,No,,,No,No,,,,,,,,,,,,,,,,,Mexico
